inadimplente,util_linhas_inseguras,idade,vezes_passou_de_30_59_dias,razao_debito,salario_mensal,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,numero_de_dependentes
0.033992688936793254,0.026774331,49,0,0.128515425,5866.0,3,0,1,0,0.0
0.06319372750692984,0.188517566,62,3,0.817720351,6500.0,16,0,3,2,0.0
0.04833721011391337,0.9999999,34,1,0.091191174,5800.0,4,0,0,0,4.0
0.03558197045836447,0.0,59,1,0.223186265,5416.0,6,0,1,0,1.0
0.03458508562639481,0.165751474,46,0,0.109831235,3732.0,4,0,0,0,0.0
0.05385158419579448,0.016674508,55,0,1.403544649,4400.0,19,0,2,0,0.0
0.03859359894761998,0.44596953,54,0,1634.0,6760.601835664335,11,0,1,0,0.0
0.028127052957071345,0.026803597,73,0,56.0,6760.601835664335,11,0,0,0,0.0
0.041169565633596174,0.0229336739999999,49,0,0.300528031,8900.0,8,0,2,0,0.0
0.04414512361225434,0.0548876229999999,53,0,0.142308615,4166.0,16,0,0,0,0.0
0.024474683094146944,0.000113819,83,0,0.17657082,4694.0,8,0,1,0,0.0
0.05421727598789325,0.093429188,34,0,2.527472527,1000.0,8,0,2,0,0.0
0.025623121450370375,0.079321709,65,0,0.022127433,3750.0,3,0,0,0,0.0
0.046618232558343686,0.040244363,72,2,0.274416226,5866.0,17,0,2,0,1.0
0.026342354860394906,0.009140716,79,0,0.027105088,4500.0,11,0,0,0,0.0
0.021438267697315393,0.010217705,84,0,0.0033311129999999,3001.0,5,0,0,0,1.0
0.03005557951464485,0.6865150259999999,71,0,0.309281786,6000.0,11,0,0,0,1.0
0.030968494822739695,0.066789741,56,0,0.037913507,12000.0,4,0,1,0,1.0
0.032287399277957984,0.9999999,41,0,0.0,6760.601835664335,0,0,0,0,0.0
0.041985708802182005,0.626981331,45,2,5338.0,6760.601835664335,7,0,1,0,0.0
0.031045675866348283,0.0140220289999999,65,0,1795.0,6760.601835664335,9,0,1,0,0.0
0.0317691889887867,0.011713951,54,0,0.181363699,7200.0,6,0,0,0,0.0
0.025706386814084683,0.9999999,57,0,0.0,6760.601835664335,0,0,0,0,0.0
0.0444420382021052,0.182710086,50,0,0.028994201,5000.0,15,0,0,0,0.0
0.06705370756028566,0.022794657,49,0,0.879109226,6600.0,15,0,5,0,2.0
0.01794003862953556,0.058241061,88,0,36.0,6760.601835664335,3,0,0,0,0.0
0.02280441061006917,0.200242796,79,0,0.256200281,4273.0,6,0,0,0,0.0
0.05528931548546401,0.9999999,48,0,0.539697354,15000.0,12,0,5,0,0.0
0.03736606189087842,0.179847652,37,0,0.029359859,6232.0,3,0,0,0,0.0
0.048370517269818475,0.06181292,59,1,0.528624767,3213.0,17,0,1,0,0.0
0.03946502306541786,0.719017413,55,0,0.244023083,10916.0,9,0,2,0,1.0
0.043589760824822105,0.952488964,47,0,0.340406402,5560.0,10,0,0,0,3.0
0.053423432724648647,1.005712654,23,1,1092.0,6760.601835664335,7,0,0,0,0.0
0.03526637851797023,0.014271373,56,0,0.404897245,6860.0,6,0,1,0,2.0
0.040316163623477695,0.59045152,54,1,1267.0,0.0,7,0,1,0,1.0
0.05325724358008028,0.19381766,37,2,0.195315252,5677.0,8,0,1,0,0.0
0.025675405220829745,0.05168249,69,0,0.007358953,3668.0,5,0,0,0,0.0
0.0313825003823216,0.003363534,52,0,0.000586396,5115.0,4,0,0,0,0.0
0.025445916454442684,0.006739541,76,0,0.148370326,5000.0,6,0,1,0,0.0
0.053206933053515565,0.851882962,46,1,0.3783738889999999,12040.0,13,0,2,0,1.0
0.04015772938201511,0.242150295,76,0,0.830939227,2714.0,21,0,1,0,0.0
0.03424207919307203,0.0245764729999999,70,0,0.19477403,7500.0,12,0,1,0,2.0
0.02593683409428476,0.9999999,67,0,2247.0,6760.601835664335,4,0,1,0,0.0
0.04560179078427998,0.296724621,56,0,0.384670487,5583.0,13,0,2,0,1.0
0.03715902832155831,0.028210996,37,0,44.0,6760.601835664335,3,0,0,0,0.0
0.043505118177903666,0.205034718,51,0,0.407417507,11000.0,8,0,3,0,1.0
0.041901089374872406,0.2441976739999999,43,0,2.350824588,1333.0,4,0,1,0,2.0
0.11456568645772146,0.5994079920000001,63,8,0.427367519,7000.0,13,6,2,3,0.0
0.030087721229957377,0.0056278019999999,79,0,0.232602845,2600.0,15,0,0,0,0.0
0.04644877568708554,0.60369641,43,1,0.408397901,4000.0,5,0,1,0,3.0
0.04533417192019624,0.043186305,45,0,0.1713428619999999,5666.0,8,0,1,0,3.0
0.04576555374576925,0.8783723109999999,38,0,0.277268761,4583.0,9,0,0,0,1.0
0.04390800502597399,0.058941059,28,0,0.080894383,5500.0,4,0,0,0,0.0
0.035181488534147154,0.8732506999999999,44,0,0.021000763,51140.0,7,2,1,0,3.0
0.1153900580548279,0.417290176,48,1,20.55896069,1500.0,23,0,8,0,2.0
0.042830321682460995,0.592819985,43,0,0.20584706,9166.0,7,0,1,0,2.0
0.0312863890086061,0.066286816,58,0,1207.0,6760.601835664335,8,0,0,0,0.0
0.021407408133856148,0.000449978,80,0,0.0,6500.0,5,0,0,0,0.0
0.04341434187674982,0.03552937,25,0,0.0009998,5000.0,2,0,0,0,0.0
0.035473361618887846,0.9999999,40,0,424.0,6760.601835664335,3,0,0,0,0.0
0.030204088136612083,0.8591140890000001,52,0,0.160946351,3000.0,2,0,0,0,0.0
0.052544971354018415,0.113051593,27,0,0.131024634,2800.0,9,0,0,0,0.0
0.05270973836925153,0.6413762679999999,28,1,0.160811197,3500.0,5,1,0,0,0.0
0.034512613202358135,0.6356961,59,0,0.252866478,8110.0,9,0,1,0,0.0
0.050194809483290005,0.183095507,45,0,0.79128727,5600.0,11,0,2,0,1.0
0.0470666240565712,0.3473305339999999,23,0,0.094502499,2200.0,3,0,0,0,0.0
0.04275511487529242,0.520300666,62,0,2578.0,6760.601835664335,19,0,1,0,0.0
0.03445751592165428,0.529129824,64,1,0.713090909,2749.0,10,0,0,0,0.0
0.033615408710311385,0.0,45,0,0.0,5200.0,1,0,0,0,2.0
0.02075707072665893,0.002777623,90,0,0.076510446,7083.0,9,0,0,0,0.0
0.04216127778746751,0.0,43,0,0.0,2300.0,8,0,0,0,1.0
0.02576185047456357,0.091717813,64,0,739.0,6760.601835664335,4,0,0,0,0.0
0.03922571996373362,0.0,43,0,0.197057278,5708.0,3,0,1,0,2.0
0.0363497589306673,0.012008,51,0,0.0031956,13455.0,10,0,0,0,1.0
0.027238408756614627,0.0,63,0,14.0,6760.601835664335,5,0,0,0,0.0
0.04972642273195505,1.0499002,26,0,0.073219505,6500.0,6,0,0,1,0.0
0.05404515818402087,0.5665775670000001,37,1,0.302608294,12996.0,9,0,1,0,4.0
0.02469789846777026,0.32743763,83,0,0.382808596,2000.0,10,0,0,0,0.0
0.036817517477478676,0.040339651,63,1,1704.0,6760.601835664335,9,0,2,0,0.0
0.01875359964468634,0.011770756,89,0,0.001470156,3400.0,4,0,0,0,0.0
0.0485142591834635,0.035565408,50,0,0.497233518,15000.0,9,0,4,0,2.0
0.042271000849407665,0.970388412,40,0,0.391001607,5600.0,5,0,1,0,1.0
0.03798432079370335,0.015805942,50,0,0.149314482,4667.0,5,0,1,0,2.0
0.03875696048709147,0.193265993,49,0,0.11572107,4000.0,5,0,1,0,2.0
0.0336455413644635,0.045926651,63,0,0.023990404,2500.0,11,0,0,0,0.0
0.034463931732895324,0.070572099,47,0,2130.0,6760.601835664335,4,0,1,0,0.0
0.06373711450071726,0.0,45,1,0.3746661579999999,10483.0,17,0,3,0,0.0
0.04622827482462141,0.370555219,51,0,2761.0,6760.601835664335,12,0,2,0,2.0
0.026839900989671855,0.0,62,0,0.0,6760.601835664335,4,0,0,0,0.0
0.02781570127781954,0.04495646,63,0,0.15240501,9500.0,4,0,1,0,0.0
0.05019979193984104,0.310439069,60,4,2950.0,6760.601835664335,12,0,2,0,0.0
0.9999997656050349,0.9999999,39,98,0.0,6760.601835664335,0,98,0,98,0.0
0.040721869571095554,0.303717749,54,0,0.66953624,3600.0,11,0,1,0,0.0
0.02043464158973278,0.012247902,64,0,0.001406206,32000.0,3,0,0,0,0.0
0.04491601920606105,0.831026048,43,0,0.126973311,8804.0,13,0,0,0,0.0
0.059547896831154974,0.156464409,45,0,1986.0,6760.601835664335,17,0,3,0,0.0
0.04999291560160108,0.0,38,1,0.915060671,1400.0,3,1,1,0,2.0
0.035019352383818855,0.00999001,43,0,197.0,6760.601835664335,2,0,0,0,2.0
0.0462686169098122,0.549776335,43,0,0.477002706,8500.0,7,0,2,0,2.0
0.03410179481081185,0.017651972,53,0,0.26843204,9100.0,6,0,1,0,0.0
0.0383370950266138,0.065688636,50,0,0.264957265,3626.0,6,0,1,0,1.0
0.0584021769031454,0.0,38,0,0.382313882,12800.0,11,0,4,0,0.0
0.04268373884880406,0.135371075,57,0,0.408368326,6667.0,15,0,1,0,0.0
0.030849653720971627,0.014166286,74,0,0.213451216,6333.0,12,0,1,0,0.0
0.04524782498892814,0.094190527,31,0,218.0,6760.601835664335,7,0,0,0,0.0
0.04297816451035616,0.9999999,35,0,1782.0,6760.601835664335,3,0,2,0,0.0
0.03242707355454188,0.066052985,56,0,1625.0,6760.601835664335,6,0,1,0,0.0
0.043967244521126214,0.021607816,52,0,0.3950233279999999,4500.0,11,0,1,0,2.0
0.0419969469137993,0.182724252,39,0,0.129934841,2608.0,5,0,0,0,2.0
0.01318824189686357,0.24652915,109,0,318.0,6760.601835664335,3,0,0,0,0.0
0.05338116583748788,0.093200479,50,0,0.579488644,7000.0,12,0,4,0,0.0
0.030953640146956576,0.180525106,46,0,0.0845915409999999,10000.0,2,0,0,0,0.0
0.03515343594489977,0.167304475,54,0,0.595895817,3800.0,5,0,1,0,1.0
0.04679391974018565,0.975839717,39,0,2710.5,1.0,9,0,1,0,0.0
0.03163114683216901,0.9999999,43,0,1247.0,6760.601835664335,1,0,0,0,0.0
0.04815392531408576,0.3594775329999999,37,0,0.44951712,6833.0,5,0,2,0,2.0
0.020104742008210906,0.0,64,0,0.036351098,30452.0,2,0,0,0,0.0
0.04220374085810116,0.56839682,49,0,0.295764869,4320.0,9,0,1,0,1.0
0.05030937715501196,0.098465124,40,0,0.25814837,5000.0,9,0,1,0,3.0
0.04223940700173342,0.8952150209999999,54,3,1514.0,6760.601835664335,7,0,1,0,0.0
0.033114526761506724,0.5956662779999999,69,0,0.1897190489999999,6477.0,11,0,1,0,1.0
0.022647252836837987,0.004422608,80,0,17.0,6760.601835664335,7,0,0,0,0.0
0.03692555805980414,0.288213073,54,0,0.320421821,4930.0,8,0,1,0,0.0
0.047470603367468375,0.0240229579999999,44,0,0.369784565,3666.0,9,0,2,0,0.0
0.022637581683958758,0.0,78,0,0.0,6760.601835664335,6,0,0,0,0.0
0.06052268723957601,0.026509663,39,0,0.191174731,8452.0,13,0,3,0,1.0
0.04959981203310623,0.206482964,45,0,0.463670127,10500.0,12,0,2,0,1.0
0.02590081700493076,0.017064599,75,0,639.0,6760.601835664335,7,0,1,0,0.0
0.03983317267078387,0.04481627,59,0,0.223185121,15000.0,16,0,1,0,0.0
0.04139089329386023,0.235528942,45,1,0.075083893,2383.0,3,1,0,1,0.0
0.04130837362709395,0.018292846,49,0,0.28651351,8400.0,6,0,2,0,2.0
0.04457692956558981,0.087607619,45,0,0.374099047,4300.0,8,0,1,0,2.0
0.04026427548693215,0.020805188,44,0,0.897102897,1000.0,5,0,1,0,0.0
0.048189474057257375,1.00239952,42,1,0.299350325,2000.0,5,0,1,2,0.0
0.027734342343226415,0.012537002,68,0,0.00129987,10000.0,8,0,0,0,1.0
0.04089875793783467,0.005512644,62,0,0.952698201,1500.0,10,0,2,0,2.0
0.05256715974056513,0.613576566,32,2,0.057191233,10630.0,9,0,0,0,0.0
0.03896298170660372,0.2196544989999999,63,1,3511.0,6760.601835664335,12,0,2,0,0.0
0.04372767364504909,0.133686631,25,0,0.0093592509999999,4166.0,2,0,0,0,0.0
0.05696574143793313,0.4069854879999999,39,1,0.4822962,8500.0,11,0,2,0,1.0
0.04885225989208302,0.232407601,33,1,0.2753036439999999,2716.0,7,0,0,0,0.0
0.02483942051815598,0.003250984,76,0,0.1031121109999999,2666.0,7,0,0,0,0.0
0.02744542010033445,0.2315984589999999,57,0,0.0486527759999999,9166.0,3,0,0,0,0.0
0.04305508833783958,0.056999416,62,0,0.116106135,17750.0,18,0,1,0,3.0
0.0319648133165287,0.589528305,59,0,0.303756917,10300.0,7,0,1,0,0.0
0.028682928531199702,0.067784239,64,0,2148.0,6760.601835664335,6,0,1,0,0.0
0.03977184131192727,0.9999999,39,0,0.070981917,5916.0,4,0,0,0,2.0
0.040367316603510686,0.974471589,44,0,1293.5,1.0,6,0,0,0,2.0
0.04261627740268073,0.960856616,56,1,0.248805586,2720.0,10,1,0,0,1.0
0.01874865658248448,0.9999999,79,0,0.0,6760.601835664335,0,0,0,0,0.0
0.03831606092160889,0.060912152,40,0,0.010618364,1600.0,4,0,0,0,0.0
0.04512509316022518,0.543800604,59,0,0.6694757889999999,7000.0,16,0,1,0,2.0
0.0377613390517638,0.457439022,50,0,0.456851885,5596.0,7,0,1,0,0.0
0.039855609881705736,0.435939102,60,0,0.5511859410000001,8136.0,11,0,2,0,1.0
0.061529074858824306,0.859196167,51,2,0.142791724,24020.0,13,1,2,4,1.0
0.04215599432344529,0.173771186,51,1,0.038214186,10728.0,11,0,0,0,2.0
0.026364137242879063,0.246758441,72,0,0.147159647,4083.0,3,0,1,0,2.0
0.056445596109421174,0.05880047,27,0,0.065837601,4100.0,6,1,1,0,1.0
0.04000549686841648,0.890994063,46,0,0.435557957,3700.0,6,0,0,0,3.0
0.04073120023791785,0.025914337,63,0,1130.0,6760.601835664335,17,0,1,0,0.0
0.0472354573494335,0.547659012,42,0,0.21193267,18000.0,9,0,2,0,3.0
0.051609938296165975,0.067296896,66,1,0.1531058619999999,8000.0,25,0,0,1,0.0
0.025625891613142823,0.074727011,73,0,0.030564884,26500.0,11,0,1,0,0.0
0.03550318408646883,0.013692447,51,0,454.0,6760.601835664335,6,0,1,0,0.0
0.05604686980808767,0.073382734,49,0,0.3387288739999999,4200.0,15,1,2,0,0.0
0.027591740342865653,0.017837002,82,0,0.6771472390000001,2607.0,11,0,1,0,0.0
0.03449866961135608,0.9999999,46,1,0.0,2000.0,1,0,0,0,0.0
0.06050279950026023,0.334188969,37,0,0.742106816,6777.0,14,0,2,0,1.0
0.04367150721514385,0.005666457,27,0,523.0,6760.601835664335,4,0,0,0,0.0
0.03576299165791774,0.13299659,55,0,2686.0,6760.601835664335,7,0,2,0,0.0
0.029043777609981555,0.012595209,63,0,533.0,6760.601835664335,5,0,1,0,0.0
0.025647103769100173,0.041763122,78,0,0.04199664,4166.0,7,0,1,0,0.0
0.028680934386786386,0.0262313379999999,63,0,0.1807896,4153.0,6,0,0,0,0.0
0.04618316610434827,0.902209779,33,0,0.547390522,3333.0,5,0,1,0,0.0
0.050130440264424196,0.591081784,39,1,0.4602728729999999,4983.0,6,0,1,0,3.0
0.04045757058806179,0.0530754109999999,47,0,0.381402066,9000.0,5,0,1,0,4.0
0.045717116074740625,0.25853729,54,1,803.0,6760.601835664335,15,0,0,1,0.0
0.020967322406261073,0.0996142669999999,82,0,0.018121547,9049.0,6,0,0,0,0.0
0.0736990180789181,0.019853938,37,2,0.452934662,5417.0,15,0,2,0,2.0
0.045686569115776454,0.460357801,52,0,2690.0,6760.601835664335,14,0,2,0,0.0
0.04899703244346229,0.0,43,0,0.262179026,8333.0,9,0,2,0,2.0
0.04700292466947086,0.833817523,52,3,1775.0,6760.601835664335,9,1,0,0,1.0
0.04394785222103423,0.029569658,53,1,0.105787395,5822.0,13,0,0,0,1.0
0.04696249283254686,0.2152350489999999,41,0,0.165489163,8350.0,11,0,1,0,0.0
0.05174226054806249,0.411171434,42,0,0.550064277,7000.0,10,0,2,0,2.0
0.03697384873556076,0.076162047,53,0,0.130772893,6300.0,6,0,1,0,2.0
0.0435158497087799,0.29814085,40,0,0.2321577339999999,3600.0,7,0,0,0,2.0
0.040623576956459836,0.206605648,47,0,0.310709479,5200.0,6,0,1,0,2.0
0.04100543929930832,0.2458233889999999,44,1,0.12386778,8500.0,4,0,0,0,4.0
0.048176025331256395,0.9999999,35,0,0.105489451,10000.0,4,1,1,0,3.0
0.027888369549409986,0.0035858709999999,72,0,0.010643524,6106.0,10,0,0,0,0.0
0.030761857115138645,0.076671092,60,0,0.095836855,9463.0,4,0,1,0,2.0
0.021613906759246602,0.0,77,0,0.0,3523.0,3,0,0,0,0.0
0.0502595664398525,0.547211731,34,0,0.175431303,4810.0,8,1,0,0,1.0
0.020138506192392325,0.0,80,0,0.0,6760.601835664335,3,0,0,0,0.0
0.029662884098328946,0.008934588,61,0,965.0,6760.601835664335,5,0,1,0,0.0
0.03566941621745189,0.3466105579999999,54,1,1725.0,6760.601835664335,6,0,1,0,0.0
0.029647653187562694,0.9999999,47,0,0.0,6760.601835664335,0,0,0,0,0.0
0.028632357991419274,0.00282216,67,0,1449.0,6760.601835664335,7,0,1,0,0.0
0.03413338900790513,0.023899602,64,0,0.321085888,4272.0,10,0,1,0,0.0
0.026137292994431027,0.101386246,71,0,0.064100059,5116.0,7,0,0,0,0.0
0.037857137181165505,0.021529081,56,0,0.009141551,7000.0,10,0,0,0,3.0
0.028252612901437584,0.056129591,66,0,0.426801802,887.0,6,0,0,0,0.0
0.021054751127551268,0.507256748,76,0,828.0,6760.601835664335,3,0,0,0,0.0
0.03560030427335344,0.0,50,0,272.0,6760.601835664335,8,0,0,0,0.0
0.0383373225485824,0.016934414,76,0,0.381845302,4692.0,19,0,1,0,1.0
0.045183888108100444,0.561234083,29,0,0.142102616,3975.0,5,0,0,0,0.0
0.04596461150323182,0.371964912,48,0,0.588068655,6000.0,11,0,1,0,2.0
0.045326250015427165,0.268379729,25,0,17.0,6760.601835664335,4,0,0,0,0.0
0.04672401373297443,0.307807683,34,0,0.118822876,1800.0,8,0,0,0,0.0
0.0435679882222207,0.965968344,40,0,0.577979206,3750.0,9,0,0,0,0.0
0.02608272335841705,0.063018372,68,0,0.274207369,3500.0,5,0,0,0,0.0
0.03427087674908862,0.0,51,2,0.0,12500.0,4,0,0,0,0.0
0.04488586723712086,0.9999999,23,0,0.208992506,1200.0,1,0,0,0,0.0
0.032730078189546576,0.0661466929999999,54,0,0.130836297,17433.0,4,0,2,0,1.0
0.03628451086267777,0.766946087,45,0,0.058761249,17000.0,6,0,0,0,3.0
0.028781715416920844,0.0991521369999999,68,0,0.259352084,10772.0,6,0,1,0,2.0
0.04760646837423453,0.181689952,56,0,0.160707143,12500.0,20,0,1,0,0.0
0.05993248237873984,0.08617142,47,0,0.379941547,6500.0,15,0,3,0,2.0
0.047915570147552294,0.0143629839999999,38,0,0.2981361489999999,12500.0,6,0,2,0,3.0
0.04776940117513584,0.304739052,57,4,0.365713587,8183.0,9,0,1,0,1.0
0.030445137326192757,0.12344773,63,0,0.072428648,7427.0,8,0,0,0,1.0
0.02974235547771323,0.571527353,77,1,0.973491258,1772.0,11,0,0,0,0.0
0.04551786834346138,0.115483365,37,0,0.280658938,4916.0,5,0,1,0,2.0
0.0379174695697539,0.668308581,46,0,0.49310138,5000.0,5,0,1,0,0.0
0.04038077873993148,0.794212219,53,0,0.433985839,2400.0,5,2,1,0,0.0
0.0380583898382802,0.563864244,50,0,0.1155256319999999,15000.0,9,0,1,0,1.0
0.0453369954747244,0.291253534,38,0,0.284709853,10666.0,7,0,1,0,2.0
0.041991617383233974,0.2344829189999999,52,0,0.471505699,5000.0,14,0,0,0,0.0
0.04289663724696346,0.082461456,54,0,0.886868687,2474.0,10,0,2,0,0.0
0.05364448290284066,0.684769702,77,3,0.479813665,10303.0,16,3,2,0,1.0
0.04371301476918724,0.017506332,44,1,0.286936561,9583.0,8,0,1,0,0.0
0.04779577199502353,0.0,54,0,0.2614124869999999,4884.0,12,1,1,1,1.0
0.04002196774067649,0.443547022,41,0,1779.0,6760.601835664335,6,0,1,0,0.0
0.05334342298948592,0.283271754,57,0,0.4950365439999999,9166.0,21,0,2,0,0.0
0.05964509823835375,0.384871781,37,0,0.638788585,8584.0,15,0,2,0,0.0
0.04541320639683377,0.174751171,41,1,0.194450197,4828.0,7,0,0,0,2.0
0.0652434831686248,0.0,51,0,0.7030296970000001,10000.0,20,0,3,0,3.0
0.03338774328386654,0.0,42,0,467.0,6760.601835664335,2,0,0,0,0.0
0.03822782946724521,0.991152514,60,0,0.7893396979999999,6284.0,7,0,2,0,3.0
0.03129757449672334,1.0103665309999998,78,2,0.463752334,12855.0,10,0,1,1,0.0
0.04882926233959143,0.07920536,47,0,0.4118178529999999,5533.0,11,0,2,0,1.0
0.031609412378699304,0.024719011,51,0,0.007197121,2500.0,3,0,0,0,0.0
0.04128438002028898,0.079803877,59,0,0.246225506,12451.0,14,0,2,0,0.0
0.03007030137103784,0.059179389,56,0,0.014182344,3454.0,4,0,0,0,0.0
0.02018234000587427,0.214589891,75,0,657.0,6760.601835664335,1,0,0,0,0.0
0.030553075370381617,0.014577962,63,0,983.0,6760.601835664335,7,0,1,0,0.0
0.04649647958392284,0.099764127,38,0,0.227337942,7666.0,9,0,1,0,0.0
0.04120465525445287,0.082763908,48,0,0.275878488,10500.0,8,0,2,0,0.0
0.04376019928065997,0.9999999,23,0,0.0,800.0,0,0,0,0,0.0
0.04050349692600057,0.7674465109999999,35,0,0.113396173,3500.0,2,0,0,0,2.0
0.039710761775293583,0.042847048,66,0,0.63327674,5300.0,14,0,2,0,0.0
0.045969946549623344,0.053434037,41,0,0.452203824,12500.0,7,0,2,0,2.0
0.022291727767993843,0.080083629,77,0,32.0,6760.601835664335,5,0,0,0,0.0
0.028166167414442597,0.06004476,70,0,0.4410828029999999,3139.0,6,0,1,0,0.0
0.03430117782497163,0.0,66,0,0.7221773109999999,3710.0,5,0,3,0,1.0
0.04090388120209435,0.0,46,0,0.138976837,6000.0,6,0,1,0,2.0
0.040014604965611954,0.7685195140000001,50,0,0.511581614,5525.0,6,0,1,0,3.0
0.07121986458512032,0.3973626079999999,35,1,0.978104379,3333.0,17,0,1,0,2.0
0.033369188800041145,0.009465405,59,1,0.275890099,6150.0,4,0,1,0,1.0
0.022505847714666044,0.176125506,74,0,283.0,6760.601835664335,4,0,0,0,0.0
0.05016271031195462,0.07313241,27,0,0.173884077,1500.0,7,0,0,0,0.0
0.05202738375546572,0.185666958,41,0,0.251218598,8000.0,11,0,2,0,1.0
0.03927761422135536,0.143985601,40,0,1971.0,6760.601835664335,5,0,1,0,0.0
0.03126261605387488,0.069094032,61,0,0.2097541939999999,12814.0,7,0,1,0,1.0
0.04156564163096537,0.0,43,0,1221.0,6760.601835664335,8,0,1,0,0.0
0.05874391086986929,0.721986227,45,0,1.798695247,2145.0,12,0,3,0,2.0
0.019412234502611675,0.0327483629999999,88,0,1373.0,0.0,2,0,1,0,0.0
0.08226148158043954,1.092301238,38,4,0.8823897009999999,8000.0,14,1,2,0,1.0
0.03479263925705129,0.047483914,67,0,0.308350622,3855.0,12,0,1,0,0.0
0.04292181256039517,0.457405679,28,0,0.070686071,1442.0,2,0,0,0,0.0
0.021528275362012395,0.037713208,77,0,0.009497626,4000.0,3,0,0,0,0.0
0.029317618440774774,0.799180612,65,0,0.286510912,10400.0,5,0,1,0,2.0
0.04754541306956883,0.35097686,35,0,1.594189316,3200.0,7,0,1,0,0.0
0.05071073027110321,0.788686723,24,0,0.331334333,2000.0,6,0,0,0,0.0
0.04731191850740586,0.1841345089999999,53,0,0.6059446070000001,4440.0,10,0,3,0,1.0
